Type,Parent,SKU,Name,Regular price,Published,Tax status,In stock?,Stock,Visibility in catalog,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Categories,Description,Allow customer reviews
variable,,SNK-74,Vans Sk8-Hi Platform,120,1,taxable,,,visible,pa_genre,Enfant,1,1,,pa_taille,27|28|29|30|31|32|33|34|35|36|37|38|39,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Vans,1,1,,Running,"Puisant dans l'esthétique vintage, cette chaussure modernise un style indémodable.
La rencontre de la matière et du style
Matières mixtes (suède et mesh) pour un toucher premium et une bonne aération.

Ultra-confort
La semelle intermédiaire en EVA procure un amorti léger et réactif pour un confort longue durée.

Adhérence antidérapante
Semelle en gomme durable avec motif antidérapant pour une traction optimisée.

Détails du produit
- Renforts sur l'avant-pied
- Logo embossé
- Finition surpiquée soignée",1
variable,,SNK-75,Nike Air Max 2090,125,1,taxable,,,visible,pa_genre,Femme,1,1,,pa_taille,36|37|38|39|40|40.5|41|42,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Nike,1,1,,Training,"Rappelant les grandes heures du running/basket, elle combine authenticité et style.
La rencontre de la matière et du style
La tige associe cuir premium et mesh respirant pour un excellent compromis durabilité/ventilation.

Ultra-confort
Dotée d'une semelle à mémoire de forme, elle garantit un maintien confortable toute la journée.

Adhérence antidérapante
Semelle crantée offrant grip et stabilité sur différentes surfaces.

Détails du produit
- Languette matelassée
- Ricochet de couleur sur la semelle
- Éléments réfléchissants discrets",1
variable,,SNK-76,Nike Air Max 270 React,135,1,taxable,,,visible,pa_genre,Homme|Femme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47|36|37|38,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Running, Training","Inspirée d'un héritage sportif classique, cette paire revisite les codes iconiques.
La rencontre de la matière et du style
Confectionnée en daim et mesh technique, elle offre souplesse et maintien.

Ultra-confort
Amorti renforcé par une mousse technique pour une sensation de douceur à chaque pas.

Adhérence antidérapante
Dessus caoutchouté avec motifs adhérents pour une accroche sûre au quotidien.

Détails du produit
- Fermeture à lacets classique
- Logo de la marque sur la languette
- Doublure textile respirante",1
variable,,SNK-77,Nike Dunk Low Retro,300,1,taxable,,,visible,pa_genre,Femme,1,1,,pa_taille,36|37|38|39|40|40.5|41|42,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Nike,1,1,,"Lifestyle, Streetwear, Sport","S'inspirant des silhouettes rétro, cette sneaker mélange tradition et modernité.
La rencontre de la matière et du style
Tige en cuir synthétique et textile respirant, pensée pour un confort quotidien.

Ultra-confort
Conçue pour le confort, la semelle intermédiaire absorbe les chocs tout en restant dynamique.

Adhérence antidérapante
Semelle TPU et caoutchouc pour une excellente durabilité et tenue.

Détails du produit
- Bride de maintien à la cheville
- Swoosh/logotype latéral moulé
- Patch logo au talon",1
variable,,SNK-78,Nike Dunk High Retro,400,1,taxable,,,visible,pa_genre,Homme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Nike,1,1,,Streetwear,"Évocatrice des modèles emblématiques, elle propose une interprétation contemporaine.
La rencontre de la matière et du style
Assemblage de cuir véritable et empiècements en mesh pour une respirabilité optimale.

Ultra-confort
L'association mousse + insert stabilisateur offre un équilibre parfait entre amorti et maintien.

Adhérence antidérapante
La semelle extérieure en caoutchouc assure une adhérence fiable et une bonne résistance à l'usure.

Détails du produit
- Œillets métalliques pour laçage
- Semelle intérieure amovible
- Empiècements contrastés",1
variable,,SNK-79,Nike Air Force 1 Shadow,110,1,taxable,,,visible,pa_genre,Femme|Enfant,1,1,,pa_taille,36|37|38|39|40|40.5|41|42|27|28|29|30|31|32|33|34|35,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Nike,1,1,,"Sport, Streetwear, Lifestyle","Puisant dans l'esthétique vintage, cette chaussure modernise un style indémodable.
La rencontre de la matière et du style
Matières mixtes (suède et mesh) pour un toucher premium et une bonne aération.

Ultra-confort
La semelle intermédiaire en EVA procure un amorti léger et réactif pour un confort longue durée.

Adhérence antidérapante
Semelle en gomme durable avec motif antidérapant pour une traction optimisée.

Détails du produit
- Renforts sur l'avant-pied
- Logo embossé
- Finition surpiquée soignée",1
variable,,SNK-80,Adidas Forum Mid,130,1,taxable,,,visible,pa_genre,Enfant,1,1,,pa_taille,27|28|29|30|31|32|33|34|35|36|37|38|39,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Adidas,1,1,,"Streetwear, Sport, Running","Rappelant les grandes heures du running/basket, elle combine authenticité et style.
La rencontre de la matière et du style
La tige associe cuir premium et mesh respirant pour un excellent compromis durabilité/ventilation.

Ultra-confort
Dotée d'une semelle à mémoire de forme, elle garantit un maintien confortable toute la journée.

Adhérence antidérapante
Semelle crantée offrant grip et stabilité sur différentes surfaces.

Détails du produit
- Languette matelassée
- Ricochet de couleur sur la semelle
- Éléments réfléchissants discrets",1
variable,,SNK-81,Adidas Superstar Bold,130,1,taxable,,,visible,pa_genre,Homme|Femme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47|36|37|38,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Adidas,1,1,,"Training, Running","Inspirée d'un héritage sportif classique, cette paire revisite les codes iconiques.
La rencontre de la matière et du style
Confectionnée en daim et mesh technique, elle offre souplesse et maintien.

Ultra-confort
Amorti renforcé par une mousse technique pour une sensation de douceur à chaque pas.

Adhérence antidérapante
Dessus caoutchouté avec motifs adhérents pour une accroche sûre au quotidien.

Détails du produit
- Fermeture à lacets classique
- Logo de la marque sur la languette
- Doublure textile respirante",1
variable,,SNK-82,Adidas Ultraboost 22,180,1,taxable,,,visible,pa_genre,Homme|Femme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47|36|37|38,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Adidas,1,1,,Running,"S'inspirant des silhouettes rétro, cette sneaker mélange tradition et modernité.
La rencontre de la matière et du style
Tige en cuir synthétique et textile respirant, pensée pour un confort quotidien.

Ultra-confort
Conçue pour le confort, la semelle intermédiaire absorbe les chocs tout en restant dynamique.

Adhérence antidérapante
Semelle TPU et caoutchouc pour une excellente durabilité et tenue.

Détails du produit
- Bride de maintien à la cheville
- Swoosh/logotype latéral moulé
- Patch logo au talon",1
variable,,SNK-83,Yeezy 500 High,210,1,taxable,,,visible,pa_genre,Homme|Femme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47|36|37|38,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Yeezy,1,1,,"Lifestyle, Streetwear","Évocatrice des modèles emblématiques, elle propose une interprétation contemporaine.
La rencontre de la matière et du style
Assemblage de cuir véritable et empiècements en mesh pour une respirabilité optimale.

Ultra-confort
L'association mousse + insert stabilisateur offre un équilibre parfait entre amorti et maintien.

Adhérence antidérapante
La semelle extérieure en caoutchouc assure une adhérence fiable et une bonne résistance à l'usure.

Détails du produit
- Œillets métalliques pour laçage
- Semelle intérieure amovible
- Empiècements contrastés",1
variable,,SNK-84,Yeezy 350 V1,220,1,taxable,,,visible,pa_genre,Enfant,1,1,,pa_taille,27|28|29|30|31|32|33|34|35|36|37|38|39,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Yeezy,1,1,,"Running, Lifestyle, Streetwear","Puisant dans l'esthétique vintage, cette chaussure modernise un style indémodable.
La rencontre de la matière et du style
Matières mixtes (suède et mesh) pour un toucher premium et une bonne aération.

Ultra-confort
La semelle intermédiaire en EVA procure un amorti léger et réactif pour un confort longue durée.

Adhérence antidérapante
Semelle en gomme durable avec motif antidérapant pour une traction optimisée.

Détails du produit
- Renforts sur l'avant-pied
- Logo embossé
- Finition surpiquée soignée",1
variable,,SNK-85,Yeezy 700 V3,240,1,taxable,,,visible,pa_genre,Homme|Femme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47|36|37|38,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Yeezy,1,1,,Lifestyle,"Rappelant les grandes heures du running/basket, elle combine authenticité et style.
La rencontre de la matière et du style
La tige associe cuir premium et mesh respirant pour un excellent compromis durabilité/ventilation.

Ultra-confort
Dotée d'une semelle à mémoire de forme, elle garantit un maintien confortable toute la journée.

Adhérence antidérapante
Semelle crantée offrant grip et stabilité sur différentes surfaces.

Détails du produit
- Languette matelassée
- Ricochet de couleur sur la semelle
- Éléments réfléchissants discrets",1
variable,,SNK-86,Asics Gel-Kayano 14,150,1,taxable,,,visible,pa_genre,Femme|Enfant,1,1,,pa_taille,36|37|38|39|40|40.5|41|42|27|28|29|30|31|32|33|34|35,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Asics,1,1,,"Sport, Training, Running","Inspirée d'un héritage sportif classique, cette paire revisite les codes iconiques.
La rencontre de la matière et du style
Confectionnée en daim et mesh technique, elle offre souplesse et maintien.

Ultra-confort
Amorti renforcé par une mousse technique pour une sensation de douceur à chaque pas.

Adhérence antidérapante
Dessus caoutchouté avec motifs adhérents pour une accroche sûre au quotidien.

Détails du produit
- Fermeture à lacets classique
- Logo de la marque sur la languette
- Doublure textile respirante",1
variable,,SNK-87,Asics Gel-Lyte V,130,1,taxable,,,visible,pa_genre,Homme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Asics,1,1,,"Running, Streetwear, Lifestyle","S'inspirant des silhouettes rétro, cette sneaker mélange tradition et modernité.
La rencontre de la matière et du style
Tige en cuir synthétique et textile respirant, pensée pour un confort quotidien.

Ultra-confort
Conçue pour le confort, la semelle intermédiaire absorbe les chocs tout en restant dynamique.

Adhérence antidérapante
Semelle TPU et caoutchouc pour une excellente durabilité et tenue.

Détails du produit
- Bride de maintien à la cheville
- Swoosh/logotype latéral moulé
- Patch logo au talon",1
variable,,SNK-88,Salomon XT-Wings 2,210,1,taxable,,,visible,pa_genre,Homme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Salomon,1,1,,Running,"Évocatrice des modèles emblématiques, elle propose une interprétation contemporaine.
La rencontre de la matière et du style
Assemblage de cuir véritable et empiècements en mesh pour une respirabilité optimale.

Ultra-confort
L'association mousse + insert stabilisateur offre un équilibre parfait entre amorti et maintien.

Adhérence antidérapante
La semelle extérieure en caoutchouc assure une adhérence fiable et une bonne résistance à l'usure.

Détails du produit
- Œillets métalliques pour laçage
- Semelle intérieure amovible
- Empiècements contrastés",1
variable,,SNK-89,Salomon Speedcross 5,180,1,taxable,,,visible,pa_genre,Homme|Enfant,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47|27|28|29|30|31|32|33|34|35|36|37|38,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Salomon,1,1,,Lifestyle,"Puisant dans l'esthétique vintage, cette chaussure modernise un style indémodable.
La rencontre de la matière et du style
Matières mixtes (suède et mesh) pour un toucher premium et une bonne aération.

Ultra-confort
La semelle intermédiaire en EVA procure un amorti léger et réactif pour un confort longue durée.

Adhérence antidérapante
Semelle en gomme durable avec motif antidérapant pour une traction optimisée.

Détails du produit
- Renforts sur l'avant-pied
- Logo embossé
- Finition surpiquée soignée",1
variable,,SNK-90,Reebok Classic Nylon,100,1,taxable,,,visible,pa_genre,Femme,1,1,,pa_taille,36|37|38|39|40|40.5|41|42,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Reebok,1,1,,"Running, Sport, Training","Rappelant les grandes heures du running/basket, elle combine authenticité et style.
La rencontre de la matière et du style
La tige associe cuir premium et mesh respirant pour un excellent compromis durabilité/ventilation.

Ultra-confort
Dotée d'une semelle à mémoire de forme, elle garantit un maintien confortable toute la journée.

Adhérence antidérapante
Semelle crantée offrant grip et stabilité sur différentes surfaces.

Détails du produit
- Languette matelassée
- Ricochet de couleur sur la semelle
- Éléments réfléchissants discrets",1
variable,,SNK-91,Reebok Zig Kinetica,140,1,taxable,,,visible,pa_genre,Femme,1,1,,pa_taille,36|37|38|39|40|40.5|41|42,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Reebok,1,1,,"Sport, Streetwear","Inspirée d'un héritage sportif classique, cette paire revisite les codes iconiques.
La rencontre de la matière et du style
Confectionnée en daim et mesh technique, elle offre souplesse et maintien.

Ultra-confort
Amorti renforcé par une mousse technique pour une sensation de douceur à chaque pas.

Adhérence antidérapante
Dessus caoutchouté avec motifs adhérents pour une accroche sûre au quotidien.

Détails du produit
- Fermeture à lacets classique
- Logo de la marque sur la languette
- Doublure textile respirante",1
variable,,SNK-92,Puma RS-Fast,140,1,taxable,,,visible,pa_genre,Enfant,1,1,,pa_taille,27|28|29|30|31|32|33|34|35|36|37|38|39,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Puma,1,1,,Sport,"S'inspirant des silhouettes rétro, cette sneaker mélange tradition et modernité.
La rencontre de la matière et du style
Tige en cuir synthétique et textile respirant, pensée pour un confort quotidien.

Ultra-confort
Conçue pour le confort, la semelle intermédiaire absorbe les chocs tout en restant dynamique.

Adhérence antidérapante
Semelle TPU et caoutchouc pour une excellente durabilité et tenue.

Détails du produit
- Bride de maintien à la cheville
- Swoosh/logotype latéral moulé
- Patch logo au talon",1
variable,,SNK-93,Puma Thunder Spectra,150,1,taxable,,,visible,pa_genre,Homme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Puma,1,1,,"Streetwear, Running, Training","Évocatrice des modèles emblématiques, elle propose une interprétation contemporaine.
La rencontre de la matière et du style
Assemblage de cuir véritable et empiècements en mesh pour une respirabilité optimale.

Ultra-confort
L'association mousse + insert stabilisateur offre un équilibre parfait entre amorti et maintien.

Adhérence antidérapante
La semelle extérieure en caoutchouc assure une adhérence fiable et une bonne résistance à l'usure.

Détails du produit
- Œillets métalliques pour laçage
- Semelle intérieure amovible
- Empiècements contrastés",1
variable,,SNK-94,Nike Air VaporMax Evo,155,1,taxable,,,visible,pa_genre,Femme,1,1,,pa_taille,36|37|38|39|40|40.5|41|42,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Nike,1,1,,Running,"Puisant dans l'esthétique vintage, cette chaussure modernise un style indémodable.
La rencontre de la matière et du style
Matières mixtes (suède et mesh) pour un toucher premium et une bonne aération.

Ultra-confort
La semelle intermédiaire en EVA procure un amorti léger et réactif pour un confort longue durée.

Adhérence antidérapante
Semelle en gomme durable avec motif antidérapant pour une traction optimisée.

Détails du produit
- Renforts sur l'avant-pied
- Logo embossé
- Finition surpiquée soignée",1
variable,,SNK-95,Nike Air Max 98,135,1,taxable,,,visible,pa_genre,Femme|Enfant,1,1,,pa_taille,36|37|38|39|40|40.5|41|42|27|28|29|30|31|32|33|34|35,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Nike,1,1,,"Running, Lifestyle, Streetwear","Rappelant les grandes heures du running/basket, elle combine authenticité et style.
La rencontre de la matière et du style
La tige associe cuir premium et mesh respirant pour un excellent compromis durabilité/ventilation.

Ultra-confort
Dotée d'une semelle à mémoire de forme, elle garantit un maintien confortable toute la journée.

Adhérence antidérapante
Semelle crantée offrant grip et stabilité sur différentes surfaces.

Détails du produit
- Languette matelassée
- Ricochet de couleur sur la semelle
- Éléments réfléchissants discrets",1
variable,,SNK-96,Nike Air Max 96,135,1,taxable,,,visible,pa_genre,Homme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Nike,1,1,,Lifestyle,"Inspirée d'un héritage sportif classique, cette paire revisite les codes iconiques.
La rencontre de la matière et du style
Confectionnée en daim et mesh technique, elle offre souplesse et maintien.

Ultra-confort
Amorti renforcé par une mousse technique pour une sensation de douceur à chaque pas.

Adhérence antidérapante
Dessus caoutchouté avec motifs adhérents pour une accroche sûre au quotidien.

Détails du produit
- Fermeture à lacets classique
- Logo de la marque sur la languette
- Doublure textile respirante",1
variable,,SNK-97,Jordan 6 Retro,220,1,taxable,,,visible,pa_genre,Homme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Jordan,1,1,,Sport,"S'inspirant des silhouettes rétro, cette sneaker mélange tradition et modernité.
La rencontre de la matière et du style
Tige en cuir synthétique et textile respirant, pensée pour un confort quotidien.

Ultra-confort
Conçue pour le confort, la semelle intermédiaire absorbe les chocs tout en restant dynamique.

Adhérence antidérapante
Semelle TPU et caoutchouc pour une excellente durabilité et tenue.

Détails du produit
- Bride de maintien à la cheville
- Swoosh/logotype latéral moulé
- Patch logo au talon",1
variable,,SNK-98,Jordan 11 Retro,180,1,taxable,,,visible,pa_genre,Homme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Jordan,1,1,,Running,"Évocatrice des modèles emblématiques, elle propose une interprétation contemporaine.
La rencontre de la matière et du style
Assemblage de cuir véritable et empiècements en mesh pour une respirabilité optimale.

Ultra-confort
L'association mousse + insert stabilisateur offre un équilibre parfait entre amorti et maintien.

Adhérence antidérapante
La semelle extérieure en caoutchouc assure une adhérence fiable et une bonne résistance à l'usure.

Détails du produit
- Œillets métalliques pour laçage
- Semelle intérieure amovible
- Empiècements contrastés",1
variable,,SNK-99,New Balance 327 Sport,160,1,taxable,,,visible,pa_genre,Enfant,1,1,,pa_taille,27|28|29|30|31|32|33|34|35|36|37|38|39,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,New Balance,1,1,,"Lifestyle, Training, Running","Puisant dans l'esthétique vintage, cette chaussure modernise un style indémodable.
La rencontre de la matière et du style
Matières mixtes (suède et mesh) pour un toucher premium et une bonne aération.

Ultra-confort
La semelle intermédiaire en EVA procure un amorti léger et réactif pour un confort longue durée.

Adhérence antidérapante
Semelle en gomme durable avec motif antidérapant pour une traction optimisée.

Détails du produit
- Renforts sur l'avant-pied
- Logo embossé
- Finition surpiquée soignée",1
variable,,SNK-100,Adidas Deerupt Runner,110,1,taxable,,,visible,pa_genre,Homme|Femme,1,1,,pa_taille,39|40|40.5|41|42|42.5|43|44|44.5|45|46|47|36|37|38,1,1,,pa_couleur,Blanc|Crème|Noir,1,1,,pa_marque,Adidas,1,1,,Sport,"Rappelant les grandes heures du running/basket, elle combine authenticité et style.
La rencontre de la matière et du style
La tige associe cuir premium et mesh respirant pour un excellent compromis durabilité/ventilation.

Ultra-confort
Dotée d'une semelle à mémoire de forme, elle garantit un maintien confortable toute la journée.

Adhérence antidérapante
Semelle crantée offrant grip et stabilité sur différentes surfaces.

Détails du produit
- Languette matelassée
- Ricochet de couleur sur la semelle
- Éléments réfléchissants discrets",1
variation,SNK-1,SNK-1-39-Homme-Blanc,Adidas Forum High - Homme / 39 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,39,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-39-Homme-Crème,Adidas Forum High - Homme / 39 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,39,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-39-Homme-Noir,Adidas Forum High - Homme / 39 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,39,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-40-Homme-Blanc,Adidas Forum High - Homme / 40 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-40-Homme-Crème,Adidas Forum High - Homme / 40 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-40-Homme-Noir,Adidas Forum High - Homme / 40 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-405-Homme-Blanc,Adidas Forum High - Homme / 40.5 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40.5,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-405-Homme-Crème,Adidas Forum High - Homme / 40.5 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40.5,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-405-Homme-Noir,Adidas Forum High - Homme / 40.5 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,40.5,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-41-Homme-Blanc,Adidas Forum High - Homme / 41 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,41,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-41-Homme-Crème,Adidas Forum High - Homme / 41 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,41,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-41-Homme-Noir,Adidas Forum High - Homme / 41 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,41,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-42-Homme-Blanc,Adidas Forum High - Homme / 42 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-42-Homme-Crème,Adidas Forum High - Homme / 42 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-42-Homme-Noir,Adidas Forum High - Homme / 42 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-425-Homme-Blanc,Adidas Forum High - Homme / 42.5 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42.5,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-425-Homme-Crème,Adidas Forum High - Homme / 42.5 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42.5,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-425-Homme-Noir,Adidas Forum High - Homme / 42.5 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,42.5,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-43-Homme-Blanc,Adidas Forum High - Homme / 43 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,43,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-43-Homme-Crème,Adidas Forum High - Homme / 43 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,43,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-43-Homme-Noir,Adidas Forum High - Homme / 43 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,43,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-44-Homme-Blanc,Adidas Forum High - Homme / 44 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-44-Homme-Crème,Adidas Forum High - Homme / 44 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-44-Homme-Noir,Adidas Forum High - Homme / 44 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-445-Homme-Blanc,Adidas Forum High - Homme / 44.5 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44.5,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-445-Homme-Crème,Adidas Forum High - Homme / 44.5 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44.5,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-445-Homme-Noir,Adidas Forum High - Homme / 44.5 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,44.5,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-45-Homme-Blanc,Adidas Forum High - Homme / 45 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,45,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-45-Homme-Crème,Adidas Forum High - Homme / 45 / Crème,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,45,1,1,,pa_couleur,Crème,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-45-Homme-Noir,Adidas Forum High - Homme / 45 / Noir,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,45,1,1,,pa_couleur,Noir,1,1,,pa_marque,Adidas,1,1,,Sport,,1
variation,SNK-1,SNK-1-46-Homme-Blanc,Adidas Forum High - Homme / 46 / Blanc,120,1,taxable,1,,visible,pa_genre,Homme,1,1,,pa_taille,46,1,1,,pa_couleur,Blanc,1,1,,pa_marque,Adidas,1,1,,Sport,,1
